ProductKey,ProductName,CategoryName,SubcategoryName,search_query_used,image_url,image_url2,image_url3,image_source,local_path
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch2.jpg,http://localhost:8000/images/Chair/ch3.jpg,http://localhost:8000/images/Chair/ch1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch2.jpg
FUR-BO-10000265,"Bush Floating Shelf Set, Pine",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC2.jpg
FUR-ADV-10000847,"Advantus Stacking Tray, Black",Furniture,Furnishings,Storage Bin/Tote/Tray,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt1.jpg,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt2.jpg,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Storage Bin_Tote_Tray\sbt1.jpg
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,Wall Clock,http://localhost:8000/images/Wall%20Clock/wck1.jpg,http://localhost:8000/images/Wall%20Clock/wck2.jpg,http://localhost:8000/images/Wall%20Clock/wck3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Wall Clock\wck1.jpg
FUR-IKE-10001539,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC3.jpg
FUR-BO-10003103,"Ikea Classic Bookcase, Metal",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC1.jpg
FUR-IKE-10002894,"Ikea Library with Doors, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC2.jpg
FUR-CHR-10004803,"Chromcraft Wood Table, Fully Assembled",Furniture,Tables,Table,http://localhost:8000/images/Table/tbe2.jpg,http://localhost:8000/images/Table/tbe3.jpg,http://localhost:8000/images/Table/tbe1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Table\tbe2.jpg
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,Wall Clock,http://localhost:8000/images/Wall%20Clock/wck2.jpg,http://localhost:8000/images/Wall%20Clock/wck3.jpg,http://localhost:8000/images/Wall%20Clock/wck1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Wall Clock\wck2.jpg
FUR-FU-10001096,"Advantus Clock, Black",Furniture,Furnishings,Wall Clock,http://localhost:8000/images/Wall%20Clock/wck3.jpg,http://localhost:8000/images/Wall%20Clock/wck1.jpg,http://localhost:8000/images/Wall%20Clock/wck2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Wall Clock\wck3.jpg
FUR-FU-10000256,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings,Photo/Document Frame,http://localhost:8000/images/Photo_Document%20Frame/pdf3.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf1.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Photo_Document Frame\pdf3.jpg
FUR-TA-10001693,"Bevis Training Table, with Bottom Storage",Furniture,Tables,Conference/Meeting Table,http://localhost:8000/images/Conference_Meeting%20Table/cfmt1.jpg,http://localhost:8000/images/Conference_Meeting%20Table/cfmt2.jpg,http://localhost:8000/images/Conference_Meeting%20Table/cfmt3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Conference_Meeting Table\cfmt1.jpg
FUR-FU-10001471,"Eldon Door Stop, Durable",Furniture,Furnishings,Door Hardware,http://localhost:8000/images/Door%20Hardware/dhw1.jpg,http://localhost:8000/images/Door%20Hardware/dhw2.jpg,http://localhost:8000/images/Door%20Hardware/dhw3.png,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Door Hardware\dhw1.jpg
FUR-SAF-10003540,"Safco Floating Shelf Set, Metal",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC3.jpg
FUR-CH-10004255,"SAFCO Executive Leather Armchair, Red",Furniture,Chairs,Armchair,http://localhost:8000/images/Armchair/ARC1.jpg,http://localhost:8000/images/Armchair/ARC2.jpg,http://localhost:8000/images/Armchair/ARC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Armchair\ARC1.jpg
FUR-BO-10004080,"Ikea Stackable Bookrack, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC1.jpg
FUR-CH-10000745,"Hon Chairmat, Adjustable",Furniture,Chairs,Chair Mat,http://localhost:8000/images/Chair%20Mat/chm3.jpg,http://localhost:8000/images/Chair%20Mat/chm1.jpg,http://localhost:8000/images/Chair%20Mat/chm2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair Mat\chm3.jpg
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,Photo/Document Frame,http://localhost:8000/images/Photo_Document%20Frame/pdf1.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf2.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Photo_Document Frame\pdf1.jpg
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC2.jpg
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch3.jpg,http://localhost:8000/images/Chair/ch1.jpg,http://localhost:8000/images/Chair/ch2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch3.jpg
FUR-BO-10001295,"Safco Floating Shelf Set, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC3.jpg
FUR-FU-10000944,"Tenex Door Stop, Black",Furniture,Furnishings,Door Hardware,http://localhost:8000/images/Door%20Hardware/dhw2.jpg,http://localhost:8000/images/Door%20Hardware/dhw3.png,http://localhost:8000/images/Door%20Hardware/dhw1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Door Hardware\dhw2.jpg
FUR-BO-10003433,Sauder Cornerstone Collection Library,Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC1.jpg
FUR-CH-10003485,"Hon Swivel Stool, Set of Two",Furniture,Chairs,Stool,http://localhost:8000/images/Stool/stl2.jpg,http://localhost:8000/images/Stool/stl3.jpg,http://localhost:8000/images/Stool/stl1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Stool\stl2.jpg
FUR-BO-10003126,"Dania Library with Doors, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC2.jpg
FUR-HAR-10000441,"Harbour Creations Rocking Chair, Adjustable",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch1.jpg,http://localhost:8000/images/Chair/ch2.jpg,http://localhost:8000/images/Chair/ch3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch1.jpg
FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,Photo/Document Frame,http://localhost:8000/images/Photo_Document%20Frame/pdf2.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf3.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Photo_Document Frame\pdf2.jpg
FUR-BO-10004407,"Ikea Floating Shelf Set, Metal",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC3.jpg
FUR-BUS-10002989,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC1.jpg
FUR-OFF-10002395,"Office Star Rocking Chair, Red",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch2.jpg,http://localhost:8000/images/Chair/ch3.jpg,http://localhost:8000/images/Chair/ch1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch2.jpg
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC2.jpg
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,Chair Mat,http://localhost:8000/images/Chair%20Mat/chm1.jpg,http://localhost:8000/images/Chair%20Mat/chm2.jpg,http://localhost:8000/images/Chair%20Mat/chm3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair Mat\chm1.jpg
FUR-OFF-10003688,"Office Star Rocking Chair, Black",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch3.jpg,http://localhost:8000/images/Chair/ch1.jpg,http://localhost:8000/images/Chair/ch2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch3.jpg
FUR-TA-10001285,"Chromcraft Conference Table, Fully Assembled",Furniture,Tables,Conference/Meeting Table,http://localhost:8000/images/Conference_Meeting%20Table/cfmt2.jpg,http://localhost:8000/images/Conference_Meeting%20Table/cfmt3.jpg,http://localhost:8000/images/Conference_Meeting%20Table/cfmt1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Conference_Meeting Table\cfmt2.jpg
FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings,Door Hardware,http://localhost:8000/images/Door%20Hardware/dhw3.png,http://localhost:8000/images/Door%20Hardware/dhw1.jpg,http://localhost:8000/images/Door%20Hardware/dhw2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Door Hardware\dhw3.png
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,Desk / Computer Table,http://localhost:8000/images/Desk%20_%20Computer%20Table/dct1.jpg,http://localhost:8000/images/Desk%20_%20Computer%20Table/dct2.jpg,http://localhost:8000/images/Desk%20_%20Computer%20Table/dct3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Desk _ Computer Table\dct1.jpg
FUR-CH-10003392,"Novimex Steel Folding Chair, Red",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch1.jpg,http://localhost:8000/images/Chair/ch2.jpg,http://localhost:8000/images/Chair/ch3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch1.jpg
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,Door Hardware,http://localhost:8000/images/Door%20Hardware/dhw1.jpg,http://localhost:8000/images/Door%20Hardware/dhw2.jpg,http://localhost:8000/images/Door%20Hardware/dhw3.png,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Door Hardware\dhw1.jpg
FUR-ADV-10002889,"Advantus Clock, Durable",Furniture,Furnishings,Wall Clock,http://localhost:8000/images/Wall%20Clock/wck1.jpg,http://localhost:8000/images/Wall%20Clock/wck2.jpg,http://localhost:8000/images/Wall%20Clock/wck3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Wall Clock\wck1.jpg
FUR-BO-10003991,"Bush Classic Bookcase, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC3.jpg
FUR-BO-10003112,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC1.jpg
FUR-BO-10001739,"Dania Classic Bookcase, Mobile",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC2.jpg
FUR-CH-10001490,"Novimex Executive Leather Armchair, Red",Furniture,Chairs,Armchair,http://localhost:8000/images/Armchair/ARC2.jpg,http://localhost:8000/images/Armchair/ARC3.jpg,http://localhost:8000/images/Armchair/ARC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Armchair\ARC2.jpg
FUR-HON-10000722,"Hon Rocking Chair, Adjustable",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch2.jpg,http://localhost:8000/images/Chair/ch3.jpg,http://localhost:8000/images/Chair/ch1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch2.jpg
FUR-CH-10003540,"Office Star Bag Chairs, Set of Two",Furniture,Chairs,Bean Bag Chair,http://localhost:8000/images/Bean%20Bag%20Chair/BBC1.jpg,http://localhost:8000/images/Bean%20Bag%20Chair/BBC2.jpg,http://localhost:8000/images/Bean%20Bag%20Chair/BBC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bean Bag Chair\BBC1.jpg
FUR-FU-10000702,"Tenex Frame, Black",Furniture,Furnishings,Photo/Document Frame,http://localhost:8000/images/Photo_Document%20Frame/pdf3.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf1.jpg,http://localhost:8000/images/Photo_Document%20Frame/pdf2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Photo_Document Frame\pdf3.jpg
FUR-CH-10004685,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,Stool,http://localhost:8000/images/Stool/stl3.jpg,http://localhost:8000/images/Stool/stl1.jpg,http://localhost:8000/images/Stool/stl2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Stool\stl3.jpg
FUR-FU-10004689,"Advantus Light Bulb, Duo Pack",Furniture,Furnishings,Light Bulb,http://localhost:8000/images/Light%20Bulb/lb2.jpg,http://localhost:8000/images/Light%20Bulb/lb3.jpg,http://localhost:8000/images/Light%20Bulb/lb1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Light Bulb\lb2.jpg
FUR-FU-10002557,"Rubbermaid Stacking Tray, Erganomic",Furniture,Furnishings,Storage Bin/Tote/Tray,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt2.jpg,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt3.jpg,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Storage Bin_Tote_Tray\sbt2.jpg
FUR-CH-10003950,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,Armchair,http://localhost:8000/images/Armchair/ARC3.jpg,http://localhost:8000/images/Armchair/ARC1.jpg,http://localhost:8000/images/Armchair/ARC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Armchair\ARC3.jpg
FUR-SAF-10004252,"SAFCO Executive Leather Armchair, Adjustable",Furniture,Chairs,Armchair,http://localhost:8000/images/Armchair/ARC1.jpg,http://localhost:8000/images/Armchair/ARC2.jpg,http://localhost:8000/images/Armchair/ARC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Armchair\ARC1.jpg
FUR-NOV-10000222,"Novimex Steel Folding Chair, Adjustable",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch3.jpg,http://localhost:8000/images/Chair/ch1.jpg,http://localhost:8000/images/Chair/ch2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch3.jpg
FUR-BO-10004620,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC3.jpg,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC3.jpg
FUR-DEF-10000810,"Deflect-O Stacking Tray, Black",Furniture,Furnishings,Storage Bin/Tote/Tray,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt3.jpg,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt1.jpg,http://localhost:8000/images/Storage%20Bin_Tote_Tray/sbt2.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Storage Bin_Tote_Tray\sbt3.jpg
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,Bookcase,http://localhost:8000/images/Bookcase/BKC1.jpg,http://localhost:8000/images/Bookcase/BKC2.jpg,http://localhost:8000/images/Bookcase/BKC3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bookcase\BKC1.jpg
FUR-CH-10003618,"SAFCO Rocking Chair, Red",Furniture,Chairs,Chair,http://localhost:8000/images/Chair/ch1.jpg,http://localhost:8000/images/Chair/ch2.jpg,http://localhost:8000/images/Chair/ch3.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Chair\ch1.jpg
FUR-CH-10004065,"SAFCO Bag Chairs, Adjustable",Furniture,Chairs,Bean Bag Chair,http://localhost:8000/images/Bean%20Bag%20Chair/BBC2.jpg,http://localhost:8000/images/Bean%20Bag%20Chair/BBC3.jpg,http://localhost:8000/images/Bean%20Bag%20Chair/BBC1.jpg,local_item_type_folder,C:\Users\Lenovo\Desktop\1_2026 Slides\CSX4207_DecisionSupport_recommendor\Project\images\Bean Bag Chair\BBC2.jpg
